Index,Joint1,Joint2,Joint3,Joint4,Joint5,Joint6,Joint7,Joint8,LimitCost
261,2629.959920,1098.254484,912.034805,3.996471,0.674164,-1.925336,0.936993,0.718780,0.591258
262,2628.137137,1086.328980,912.241741,3.996474,0.674164,-1.925336,0.936995,0.718880,0.591264
263,2626.313416,1074.405196,912.445785,3.996473,0.674164,-1.925336,0.936991,0.718985,0.591273
264,2624.489892,1062.480798,912.650220,3.996473,0.674164,-1.925336,0.936993,0.719088,0.591283
265,2622.666179,1050.556899,912.851913,3.996472,0.674164,-1.925336,0.936991,0.719292,0.591326
266,2620.842252,1038.633071,913.053995,3.996471,0.674164,-1.925336,0.936995,0.719495,0.591370
267,2619.018283,1026.712115,913.250844,3.996470,0.674164,-1.925336,0.936995,0.719497,0.591354
268,2617.195143,1014.789810,913.447667,3.996471,0.674164,-1.925336,0.936994,0.719498,0.591340
269,2615.372174,1002.864935,913.644354,3.996473,0.674164,-1.925336,0.936993,0.719701,0.591389
270,2613.548470,990.941146,913.841012,3.996473,0.674164,-1.925336,0.936991,0.719908,0.591441
271,2611.724943,979.017085,914.032824,3.996473,0.674164,-1.925336,0.936991,0.719908,0.591432
