PopulationSize,MigrationRate,Fitness
59,0.01 ,4.15E+00
59,0.02 ,3.75E+00
59,0.03 ,3.53E+00
59,0.04 ,3.86E+00
59,0.05 ,4.00E+00
59,0.06 ,3.90E+00
59,0.07 ,3.20E+00
59,0.08 ,3.97E+00
59,0.09 ,3.23E+00
59,0.10 ,4.05E+00
59,0.11 ,3.85E+00
59,0.12 ,3.96E+00
59,0.13 ,3.65E+00
59,0.14 ,3.83E+00
59,0.15 ,3.79E+00
59,0.16 ,3.71E+00
59,0.17 ,3.90E+00
59,0.18 ,3.80E+00
59,0.19 ,3.86E+00
59,0.20 ,3.97E+00
59,0.21 ,3.79E+00
59,0.22 ,2.57E+00
59,0.23 ,3.92E+00
59,0.24 ,3.85E+00
59,0.25 ,3.96E+00
59,0.26 ,3.78E+00
59,0.27 ,3.71E+00
59,0.28 ,3.35E+00
59,0.29 ,3.93E+00
59,0.30 ,3.68E+00
59,0.31 ,3.92E+00
59,0.32 ,3.92E+00
59,0.33 ,3.92E+00
59,0.34 ,3.42E+00
59,0.35 ,3.91E+00
59,0.36 ,3.67E+00
59,0.37 ,3.00E+00
59,0.38 ,4.03E+00
59,0.39 ,4.00E+00
59,0.40 ,3.85E+00
59,0.41 ,3.09E+00
59,0.42 ,3.89E+00
59,0.43 ,3.80E+00
59,0.44 ,3.80E+00
59,0.45 ,3.97E+00
59,0.46 ,3.94E+00
59,0.47 ,3.85E+00
59,0.48 ,3.87E+00
59,0.49 ,3.37E+00
59,0.51 ,3.98E+00
59,0.52 ,4.01E+00
59,0.53 ,3.49E+00
59,0.54 ,3.88E+00
59,0.55 ,3.99E+00
59,0.56 ,4.02E+00
59,0.57 ,3.96E+00
59,0.58 ,3.25E+00
59,0.59 ,3.96E+00
59,0.60 ,3.32E+00
59,0.61 ,3.77E+00
59,0.62 ,4.03E+00
59,0.63 ,3.71E+00
59,0.64 ,3.14E+00
59,0.65 ,4.13E+00
59,0.66 ,3.80E+00
59,0.67 ,3.96E+00
59,0.68 ,3.66E+00
59,0.69 ,3.63E+00
59,0.70 ,3.15E+00
59,0.71 ,3.87E+00
59,0.72 ,3.78E+00
59,0.73 ,3.44E+00
59,0.74 ,3.80E+00
59,0.75 ,3.95E+00
59,0.76 ,3.93E+00
59,0.77 ,3.98E+00
59,0.78 ,3.88E+00
59,0.79 ,3.76E+00
59,0.80 ,4.03E+00
59,0.81 ,4.08E+00
59,0.82 ,3.75E+00
59,0.83 ,2.85E+00
59,0.84 ,3.86E+00
59,0.85 ,3.99E+00
59,0.86 ,3.61E+00
59,0.87 ,3.72E+00
59,0.88 ,3.43E+00
59,0.89 ,3.56E+00
59,0.90 ,3.78E+00
59,0.91 ,3.80E+00
59,0.92 ,3.23E+00
59,0.93 ,3.86E+00
59,0.94 ,3.92E+00
59,0.95 ,3.82E+00
59,0.96 ,3.93E+00
59,0.97 ,4.03E+00
59,0.98 ,3.67E+00
59,0.99 ,3.39E+00
59,1.00 ,3.87E+00
60,0.00 ,3.99E+00
60,0.01 ,2.78E+00
60,0.02 ,3.91E+00
60,0.03 ,3.76E+00
60,0.04 ,3.71E+00
60,0.05 ,3.91E+00
60,0.06 ,3.14E+00
60,0.07 ,3.81E+00
60,0.08 ,3.72E+00
60,0.09 ,3.96E+00
60,0.10 ,3.87E+00
60,0.11 ,3.09E+00
60,0.12 ,4.11E+00
60,0.13 ,3.79E+00
60,0.14 ,3.72E+00
60,0.15 ,3.85E+00
60,0.16 ,3.71E+00
60,0.17 ,3.75E+00
60,0.18 ,3.48E+00
60,0.19 ,3.83E+00
60,0.20 ,3.51E+00
60,0.21 ,3.86E+00
60,0.22 ,3.88E+00
60,0.23 ,3.89E+00
60,0.24 ,3.82E+00
60,0.25 ,3.60E+00
60,0.26 ,3.91E+00
60,0.27 ,4.12E+00
60,0.28 ,3.90E+00
60,0.29 ,3.42E+00
60,0.30 ,3.72E+00
60,0.31 ,3.14E+00
60,0.32 ,3.67E+00
60,0.33 ,3.28E+00
60,0.34 ,3.65E+00
60,0.35 ,3.79E+00
60,0.36 ,3.93E+00
60,0.37 ,3.77E+00
60,0.38 ,3.76E+00
60,0.39 ,3.79E+00
60,0.40 ,3.30E+00
60,0.41 ,3.90E+00
60,0.42 ,3.17E+00
60,0.43 ,3.51E+00
60,0.44 ,4.12E+00
60,0.45 ,3.83E+00
60,0.46 ,3.36E+00
60,0.47 ,3.20E+00
60,0.48 ,3.86E+00
60,0.49 ,3.16E+00
60,0.51 ,3.95E+00
60,0.52 ,3.68E+00
60,0.53 ,3.21E+00
60,0.54 ,3.77E+00
60,0.55 ,3.97E+00
60,0.56 ,3.97E+00
60,0.57 ,4.00E+00
60,0.58 ,3.68E+00
60,0.59 ,3.92E+00
60,0.60 ,3.96E+00
60,0.61 ,3.86E+00
60,0.62 ,3.96E+00
60,0.63 ,3.77E+00
60,0.64 ,3.83E+00
60,0.65 ,3.76E+00
60,0.66 ,3.89E+00
60,0.67 ,3.92E+00
60,0.68 ,3.78E+00
60,0.69 ,3.86E+00
60,0.70 ,4.07E+00
60,0.71 ,4.00E+00
60,0.72 ,4.12E+00
60,0.73 ,3.73E+00
60,0.74 ,3.76E+00
60,0.75 ,3.84E+00
60,0.76 ,3.91E+00
60,0.77 ,3.40E+00
60,0.78 ,3.67E+00
60,0.79 ,3.49E+00
60,0.80 ,3.72E+00
60,0.81 ,3.88E+00
60,0.82 ,3.96E+00
60,0.83 ,3.89E+00
60,0.84 ,3.41E+00
60,0.85 ,3.88E+00
60,0.86 ,3.95E+00
60,0.87 ,3.94E+00
60,0.88 ,3.28E+00
60,0.89 ,3.21E+00
60,0.90 ,3.79E+00
60,0.91 ,3.19E+00
60,0.92 ,4.04E+00
60,0.93 ,3.62E+00
60,0.94 ,3.90E+00
60,0.95 ,3.97E+00
60,0.96 ,3.95E+00
60,0.97 ,3.52E+00
60,0.98 ,3.94E+00
60,0.99 ,4.28E+00
60,1.00 ,3.78E+00
61,0.00 ,3.93E+00
61,0.01 ,3.99E+00
61,0.02 ,3.82E+00
61,0.03 ,3.28E+00
61,0.04 ,3.82E+00
61,0.05 ,3.39E+00
61,0.06 ,3.41E+00
61,0.07 ,3.71E+00
61,0.08 ,3.92E+00
61,0.09 ,3.71E+00
61,0.10 ,4.01E+00
61,0.11 ,3.68E+00
61,0.12 ,3.86E+00
61,0.13 ,4.20E+00
61,0.14 ,4.02E+00
61,0.15 ,3.84E+00
61,0.16 ,3.90E+00
61,0.17 ,3.69E+00
61,0.18 ,3.69E+00
61,0.19 ,3.90E+00
61,0.20 ,3.15E+00
61,0.21 ,3.95E+00
61,0.22 ,3.30E+00
61,0.23 ,3.95E+00
61,0.24 ,3.86E+00
61,0.25 ,3.88E+00
61,0.26 ,4.04E+00
61,0.27 ,3.02E+00
61,0.28 ,3.19E+00
61,0.29 ,3.99E+00
61,0.30 ,3.77E+00
61,0.31 ,3.95E+00
61,0.32 ,3.89E+00
61,0.33 ,3.90E+00
61,0.34 ,3.91E+00
61,0.35 ,3.83E+00
61,0.36 ,3.80E+00
61,0.37 ,3.97E+00
61,0.38 ,4.14E+00
61,0.39 ,3.95E+00
61,0.40 ,3.23E+00
61,0.41 ,3.65E+00
61,0.42 ,3.73E+00
61,0.43 ,3.27E+00
61,0.44 ,4.06E+00
61,0.45 ,3.80E+00
61,0.46 ,3.25E+00
61,0.47 ,3.79E+00
61,0.48 ,3.74E+00
61,0.49 ,3.25E+00
61,0.51 ,3.77E+00
61,0.52 ,3.86E+00
61,0.53 ,3.73E+00
61,0.54 ,3.77E+00
61,0.55 ,3.82E+00
61,0.56 ,3.84E+00
61,0.57 ,3.42E+00
61,0.58 ,2.93E+00
61,0.59 ,3.52E+00
61,0.60 ,3.69E+00
61,0.61 ,3.21E+00
61,0.62 ,3.62E+00
61,0.63 ,2.20E+00
61,0.64 ,3.73E+00
61,0.65 ,3.97E+00
61,0.66 ,3.76E+00
61,0.67 ,3.11E+00
61,0.68 ,3.22E+00
61,0.69 ,3.69E+00
61,0.70 ,3.22E+00
61,0.71 ,3.87E+00
61,0.72 ,3.76E+00
61,0.73 ,3.35E+00
61,0.74 ,3.81E+00
61,0.75 ,3.29E+00
61,0.76 ,3.96E+00
61,0.77 ,3.94E+00
61,0.78 ,3.70E+00
61,0.79 ,3.87E+00
61,0.80 ,3.78E+00
61,0.81 ,3.22E+00
61,0.82 ,3.91E+00
61,0.83 ,3.92E+00
61,0.84 ,3.65E+00
61,0.85 ,4.00E+00
61,0.86 ,4.08E+00
61,0.87 ,3.92E+00
61,0.88 ,3.22E+00
61,0.89 ,3.86E+00
61,0.90 ,3.95E+00
61,0.91 ,3.93E+00
61,0.92 ,3.98E+00
61,0.93 ,3.92E+00
61,0.94 ,3.24E+00
61,0.95 ,3.93E+00
61,0.96 ,4.14E+00
61,0.97 ,3.85E+00
61,0.98 ,3.68E+00
61,0.99 ,3.77E+00
61,1.00 ,3.97E+00
62,0.00 ,3.96E+00
62,0.01 ,3.88E+00
62,0.02 ,3.99E+00
62,0.03 ,4.17E+00
62,0.04 ,3.94E+00
62,0.05 ,3.93E+00
62,0.06 ,3.44E+00
62,0.07 ,4.01E+00
62,0.08 ,3.92E+00
62,0.09 ,4.08E+00
62,0.10 ,3.37E+00
62,0.11 ,3.82E+00
62,0.12 ,3.90E+00
62,0.13 ,4.06E+00
62,0.14 ,3.78E+00
62,0.15 ,3.95E+00
62,0.16 ,3.97E+00
62,0.17 ,3.91E+00
62,0.18 ,3.45E+00
62,0.19 ,3.73E+00
62,0.20 ,3.79E+00
62,0.21 ,3.86E+00
62,0.22 ,3.84E+00
62,0.23 ,3.84E+00
62,0.24 ,3.83E+00
62,0.25 ,3.87E+00
62,0.26 ,3.92E+00
62,0.27 ,3.84E+00
62,0.28 ,4.02E+00
62,0.29 ,3.93E+00
62,0.30 ,4.07E+00
62,0.31 ,3.22E+00
62,0.32 ,3.96E+00
62,0.33 ,3.24E+00
62,0.34 ,3.67E+00
62,0.35 ,3.86E+00
62,0.36 ,3.65E+00
62,0.37 ,3.83E+00
62,0.38 ,3.13E+00
62,0.39 ,3.65E+00
62,0.40 ,3.81E+00
62,0.41 ,3.69E+00
62,0.42 ,3.76E+00
62,0.43 ,3.81E+00
62,0.44 ,3.78E+00
62,0.45 ,3.76E+00
62,0.46 ,3.76E+00
62,0.47 ,3.74E+00
62,0.48 ,3.81E+00
62,0.49 ,inf
62,0.51 ,3.83E+00
62,0.52 ,4.06E+00
62,0.53 ,3.93E+00
62,0.54 ,3.86E+00
62,0.55 ,3.94E+00
62,0.56 ,3.74E+00
62,0.57 ,3.28E+00
62,0.58 ,3.81E+00
62,0.59 ,3.74E+00
62,0.60 ,3.03E+00
62,0.61 ,4.06E+00
62,0.62 ,3.99E+00
62,0.63 ,3.71E+00
62,0.64 ,2.53E+00
62,0.65 ,4.04E+00
62,0.66 ,3.81E+00
62,0.67 ,3.58E+00
62,0.68 ,3.79E+00
62,0.69 ,3.97E+00
62,0.70 ,2.89E+00
62,0.71 ,3.97E+00
62,0.72 ,3.77E+00
62,0.73 ,4.00E+00
62,0.74 ,4.05E+00
62,0.75 ,3.92E+00
62,0.76 ,3.78E+00
62,0.77 ,3.76E+00
62,0.78 ,3.29E+00
62,0.79 ,3.95E+00
62,0.80 ,3.75E+00
62,0.81 ,4.02E+00
62,0.82 ,3.63E+00
62,0.83 ,3.76E+00
62,0.84 ,3.88E+00
62,0.85 ,3.89E+00
62,0.86 ,3.11E+00
62,0.87 ,3.54E+00
62,0.88 ,4.02E+00
62,0.89 ,3.74E+00
62,0.90 ,3.72E+00
62,0.91 ,3.56E+00
62,0.92 ,3.69E+00
62,0.93 ,3.90E+00
62,0.94 ,3.90E+00
62,0.95 ,4.00E+00
62,0.96 ,3.83E+00
62,0.97 ,3.81E+00
62,0.98 ,3.28E+00
62,0.99 ,3.67E+00
62,1.00 ,3.93E+00
63,0.00 ,3.22E+00
63,0.01 ,3.81E+00
63,0.02 ,3.91E+00
63,0.03 ,3.95E+00
63,0.04 ,3.23E+00
63,0.05 ,3.82E+00
63,0.06 ,3.96E+00
63,0.07 ,3.76E+00
63,0.08 ,3.99E+00
63,0.09 ,3.91E+00
63,0.10 ,3.76E+00
63,0.11 ,3.98E+00
63,0.12 ,3.99E+00
63,0.13 ,3.84E+00
63,0.14 ,3.85E+00
63,0.15 ,3.98E+00
63,0.16 ,3.97E+00
63,0.17 ,inf
63,0.18 ,3.37E+00
63,0.19 ,3.79E+00
63,0.20 ,3.74E+00
63,0.21 ,3.91E+00
63,0.22 ,3.78E+00
63,0.23 ,3.71E+00
63,0.24 ,3.93E+00
63,0.25 ,4.03E+00
63,0.26 ,3.85E+00
63,0.27 ,3.33E+00
63,0.28 ,3.25E+00
63,0.29 ,3.78E+00
63,0.30 ,3.87E+00
63,0.31 ,3.88E+00
63,0.32 ,3.85E+00
63,0.33 ,3.22E+00
63,0.34 ,3.84E+00
63,0.35 ,3.76E+00
63,0.36 ,3.84E+00
63,0.37 ,3.62E+00
63,0.38 ,3.93E+00
63,0.39 ,4.21E+00
63,0.40 ,4.01E+00
63,0.41 ,3.69E+00
63,0.42 ,3.87E+00
63,0.43 ,3.96E+00
63,0.44 ,2.96E+00
63,0.45 ,3.76E+00
63,0.46 ,3.90E+00
63,0.47 ,4.03E+00
63,0.48 ,3.67E+00
63,0.49 ,3.92E+00
63,0.51 ,3.56E+00
63,0.52 ,3.70E+00
63,0.53 ,4.00E+00
63,0.54 ,3.96E+00
63,0.55 ,3.17E+00
63,0.56 ,3.94E+00
63,0.57 ,4.00E+00
63,0.58 ,3.67E+00
63,0.59 ,3.89E+00
63,0.60 ,3.80E+00
63,0.61 ,3.87E+00
63,0.62 ,4.00E+00
63,0.63 ,3.66E+00
63,0.64 ,3.70E+00
63,0.65 ,3.73E+00
63,0.66 ,3.93E+00
63,0.67 ,3.84E+00
63,0.68 ,4.05E+00
63,0.69 ,3.82E+00
63,0.70 ,3.63E+00
63,0.71 ,3.84E+00
63,0.72 ,4.13E+00
63,0.73 ,3.33E+00
63,0.74 ,3.99E+00
63,0.75 ,3.76E+00
63,0.76 ,4.04E+00
63,0.77 ,3.93E+00
63,0.78 ,3.77E+00
63,0.79 ,3.96E+00
63,0.80 ,4.17E+00
63,0.81 ,3.77E+00
63,0.82 ,3.91E+00
63,0.83 ,3.78E+00
63,0.84 ,4.01E+00
63,0.85 ,3.39E+00
63,0.86 ,3.65E+00
63,0.87 ,4.00E+00
63,0.88 ,3.85E+00
63,0.89 ,3.85E+00
63,0.90 ,3.91E+00
63,0.91 ,3.71E+00
63,0.92 ,4.02E+00
63,0.93 ,3.05E+00
63,0.94 ,3.20E+00
63,0.95 ,3.67E+00
63,0.96 ,3.99E+00
63,0.97 ,3.21E+00
63,0.98 ,4.00E+00
63,0.99 ,3.89E+00
63,1.00 ,4.06E+00
64,0.00 ,3.92E+00
64,0.01 ,3.30E+00
64,0.02 ,3.13E+00
64,0.03 ,3.93E+00
64,0.04 ,3.81E+00
64,0.05 ,3.84E+00
64,0.06 ,3.22E+00
64,0.07 ,3.95E+00
64,0.08 ,4.01E+00
64,0.09 ,3.74E+00
64,0.10 ,3.76E+00
64,0.11 ,3.83E+00
64,0.12 ,3.73E+00
64,0.13 ,3.74E+00
64,0.14 ,3.69E+00
64,0.15 ,3.85E+00
64,0.16 ,3.81E+00
64,0.17 ,4.02E+00
64,0.18 ,3.95E+00
64,0.19 ,3.96E+00
64,0.20 ,3.83E+00
64,0.21 ,3.32E+00
64,0.22 ,3.94E+00
64,0.23 ,3.99E+00
64,0.24 ,4.21E+00
64,0.25 ,3.88E+00
64,0.26 ,3.38E+00
64,0.27 ,4.00E+00
64,0.28 ,3.96E+00
64,0.29 ,3.91E+00
64,0.30 ,3.80E+00
64,0.31 ,3.40E+00
64,0.32 ,3.89E+00
64,0.33 ,3.13E+00
64,0.34 ,4.01E+00
64,0.35 ,3.32E+00
64,0.36 ,3.85E+00
64,0.37 ,3.11E+00
64,0.38 ,3.98E+00
64,0.39 ,4.07E+00
64,0.40 ,3.28E+00
64,0.41 ,3.87E+00
64,0.42 ,2.30E+00
64,0.43 ,4.06E+00
64,0.44 ,4.03E+00
64,0.45 ,3.91E+00
64,0.46 ,3.86E+00
64,0.47 ,3.35E+00
64,0.48 ,3.85E+00
64,0.49 ,3.99E+00
64,0.51 ,3.76E+00
64,0.52 ,inf
64,0.53 ,3.73E+00
64,0.54 ,3.87E+00
64,0.55 ,3.74E+00
64,0.56 ,3.81E+00
64,0.57 ,3.75E+00
64,0.58 ,3.81E+00
64,0.59 ,3.55E+00
64,0.60 ,3.82E+00
64,0.61 ,4.04E+00
64,0.62 ,3.97E+00
64,0.63 ,3.77E+00
64,0.64 ,3.78E+00
64,0.65 ,3.75E+00
64,0.66 ,3.97E+00
64,0.67 ,inf
64,0.68 ,3.86E+00
64,0.69 ,3.68E+00
64,0.70 ,3.89E+00
64,0.71 ,2.61E+00
64,0.72 ,3.65E+00
64,0.73 ,3.12E+00
64,0.74 ,3.57E+00
64,0.75 ,3.36E+00
64,0.76 ,4.07E+00
64,0.77 ,3.81E+00
64,0.78 ,3.79E+00
64,0.79 ,3.58E+00
64,0.80 ,3.94E+00
64,0.81 ,3.42E+00
64,0.82 ,3.89E+00
64,0.83 ,3.47E+00
64,0.84 ,3.84E+00
64,0.85 ,3.82E+00
64,0.86 ,3.86E+00
64,0.87 ,3.43E+00
64,0.88 ,3.82E+00
64,0.89 ,3.79E+00
64,0.90 ,3.90E+00
64,0.91 ,3.33E+00
64,0.92 ,3.69E+00
64,0.93 ,3.85E+00
64,0.94 ,3.79E+00
64,0.95 ,3.23E+00
64,0.96 ,3.71E+00
64,0.97 ,3.41E+00
64,0.98 ,3.79E+00
64,0.99 ,3.84E+00
64,1.00 ,3.52E+00
65,0.00 ,3.80E+00
65,0.01 ,3.24E+00
65,0.02 ,3.91E+00
65,0.03 ,3.75E+00
65,0.04 ,4.04E+00
65,0.05 ,3.92E+00
65,0.06 ,3.21E+00
65,0.07 ,3.23E+00
65,0.08 ,3.79E+00
65,0.09 ,3.27E+00
65,0.10 ,4.03E+00
65,0.11 ,3.31E+00
65,0.12 ,3.86E+00
65,0.13 ,3.19E+00
65,0.14 ,3.77E+00
65,0.15 ,3.50E+00
65,0.16 ,3.76E+00
65,0.17 ,3.94E+00
65,0.18 ,4.00E+00
65,0.19 ,3.89E+00
65,0.20 ,3.86E+00
65,0.21 ,3.18E+00
65,0.22 ,3.85E+00
65,0.23 ,3.91E+00
65,0.24 ,3.28E+00
65,0.25 ,4.03E+00
65,0.26 ,3.99E+00
65,0.27 ,3.89E+00
65,0.28 ,3.77E+00
65,0.29 ,3.94E+00
65,0.30 ,3.83E+00
65,0.31 ,3.64E+00
65,0.32 ,3.42E+00
65,0.33 ,3.66E+00
65,0.34 ,3.69E+00
65,0.35 ,3.91E+00
65,0.36 ,3.70E+00
65,0.37 ,3.25E+00
65,0.38 ,3.90E+00
65,0.39 ,3.96E+00
65,0.40 ,3.74E+00
65,0.41 ,3.88E+00
65,0.42 ,3.82E+00
65,0.43 ,3.96E+00
65,0.44 ,3.12E+00
65,0.45 ,3.83E+00
65,0.46 ,3.95E+00
65,0.47 ,4.00E+00
65,0.48 ,3.72E+00
65,0.49 ,3.75E+00
65,0.51 ,3.96E+00
65,0.52 ,3.70E+00
65,0.53 ,3.90E+00
65,0.54 ,3.93E+00
65,0.55 ,4.00E+00
65,0.56 ,3.88E+00
65,0.57 ,3.59E+00
65,0.58 ,3.82E+00
65,0.59 ,3.07E+00
65,0.60 ,3.15E+00
65,0.61 ,4.00E+00
65,0.62 ,4.05E+00
65,0.63 ,3.98E+00
65,0.64 ,3.63E+00
65,0.65 ,3.77E+00
65,0.66 ,3.24E+00
65,0.67 ,3.72E+00
65,0.68 ,3.24E+00
65,0.69 ,3.75E+00
65,0.70 ,3.72E+00
65,0.71 ,3.96E+00
65,0.72 ,3.81E+00
65,0.73 ,3.30E+00
65,0.74 ,3.87E+00
65,0.75 ,3.98E+00
65,0.76 ,3.67E+00
65,0.77 ,3.81E+00
65,0.78 ,3.84E+00
65,0.79 ,3.79E+00
65,0.80 ,3.77E+00
65,0.81 ,3.86E+00
65,0.82 ,3.76E+00
65,0.83 ,3.90E+00
65,0.84 ,3.59E+00
65,0.85 ,3.88E+00
65,0.86 ,3.89E+00
65,0.87 ,4.01E+00
65,0.88 ,3.98E+00
65,0.89 ,3.94E+00
65,0.90 ,3.93E+00
65,0.91 ,3.94E+00
65,0.92 ,4.00E+00
65,0.93 ,3.82E+00
65,0.94 ,3.99E+00
65,0.95 ,3.82E+00
65,0.96 ,3.75E+00
65,0.97 ,3.77E+00
65,0.98 ,3.87E+00
65,0.99 ,3.79E+00
65,1.00 ,3.80E+00
66,0.00 ,3.87E+00
66,0.01 ,3.91E+00
66,0.02 ,3.10E+00
66,0.03 ,4.09E+00
66,0.04 ,3.78E+00
66,0.05 ,3.88E+00
66,0.06 ,3.96E+00
66,0.07 ,3.83E+00
66,0.08 ,3.11E+00
66,0.09 ,3.68E+00
66,0.10 ,3.52E+00
66,0.11 ,4.20E+00
66,0.12 ,3.75E+00
66,0.13 ,3.85E+00
66,0.14 ,3.85E+00
66,0.15 ,3.37E+00
66,0.16 ,3.82E+00
66,0.17 ,3.18E+00
66,0.18 ,4.03E+00
66,0.19 ,3.92E+00
66,0.20 ,4.06E+00
66,0.21 ,3.82E+00
66,0.22 ,3.71E+00
66,0.23 ,3.23E+00
66,0.24 ,3.92E+00
66,0.25 ,4.58E+00
66,0.26 ,3.90E+00
66,0.27 ,3.86E+00
66,0.28 ,3.25E+00
66,0.29 ,3.85E+00
66,0.30 ,3.20E+00
66,0.31 ,3.95E+00
66,0.32 ,3.81E+00
66,0.33 ,3.76E+00
66,0.34 ,2.93E+00
66,0.35 ,3.76E+00
66,0.36 ,4.01E+00
66,0.37 ,4.08E+00
66,0.38 ,3.92E+00
66,0.39 ,3.65E+00
66,0.40 ,4.00E+00
66,0.41 ,4.02E+00
66,0.42 ,4.04E+00
66,0.43 ,3.69E+00
66,0.44 ,3.66E+00
66,0.45 ,3.70E+00
66,0.46 ,3.15E+00
66,0.47 ,3.80E+00
66,0.48 ,2.95E+00
66,0.49 ,3.83E+00
66,0.51 ,3.90E+00
66,0.52 ,3.94E+00
66,0.53 ,3.89E+00
66,0.54 ,3.30E+00
66,0.55 ,3.70E+00
66,0.56 ,3.55E+00
66,0.57 ,3.78E+00
66,0.58 ,3.98E+00
66,0.59 ,3.63E+00
66,0.60 ,3.78E+00
66,0.61 ,3.31E+00
66,0.62 ,3.91E+00
66,0.63 ,3.89E+00
66,0.64 ,3.91E+00
66,0.65 ,3.80E+00
66,0.66 ,4.02E+00
66,0.67 ,3.93E+00
66,0.68 ,3.69E+00
66,0.69 ,3.74E+00
66,0.70 ,2.19E+00
66,0.71 ,3.82E+00
66,0.72 ,3.67E+00
66,0.73 ,3.70E+00
66,0.74 ,3.25E+00
66,0.75 ,3.79E+00
66,0.76 ,3.33E+00
66,0.77 ,3.85E+00
66,0.78 ,3.19E+00
66,0.79 ,3.84E+00
66,0.80 ,3.89E+00
66,0.81 ,3.95E+00
66,0.82 ,3.90E+00
66,0.83 ,3.67E+00
66,0.84 ,3.84E+00
66,0.85 ,3.78E+00
66,0.86 ,3.34E+00
66,0.87 ,3.34E+00
66,0.88 ,4.03E+00
66,0.89 ,3.76E+00
66,0.90 ,3.37E+00
66,0.91 ,3.78E+00
66,0.92 ,3.90E+00
66,0.93 ,3.91E+00
66,0.94 ,3.76E+00
66,0.95 ,3.67E+00
66,0.96 ,3.81E+00
66,0.97 ,3.93E+00
66,0.98 ,3.89E+00
66,0.99 ,3.94E+00
66,1.00 ,3.95E+00
67,0.00 ,3.88E+00
67,0.01 ,3.23E+00
67,0.02 ,3.97E+00
67,0.03 ,3.88E+00
67,0.04 ,3.82E+00
67,0.05 ,2.74E+00
67,0.06 ,3.70E+00
67,0.07 ,4.21E+00
67,0.08 ,3.71E+00
67,0.09 ,4.07E+00
67,0.10 ,3.88E+00
67,0.11 ,3.87E+00
67,0.12 ,2.93E+00
67,0.13 ,3.67E+00
67,0.14 ,3.81E+00
67,0.15 ,3.89E+00
67,0.16 ,3.77E+00
67,0.17 ,3.74E+00
67,0.18 ,3.86E+00
67,0.19 ,4.01E+00
67,0.20 ,2.90E+00
67,0.21 ,3.53E+00
67,0.22 ,3.98E+00
67,0.23 ,3.24E+00
67,0.24 ,3.74E+00
67,0.25 ,3.89E+00
67,0.26 ,3.93E+00
67,0.27 ,3.86E+00
67,0.28 ,3.80E+00
67,0.29 ,4.05E+00
67,0.30 ,3.82E+00
67,0.31 ,3.23E+00
67,0.32 ,3.83E+00
67,0.33 ,3.69E+00
67,0.34 ,3.88E+00
67,0.35 ,2.47E+00
67,0.36 ,3.16E+00
67,0.37 ,3.12E+00
67,0.38 ,3.56E+00
67,0.39 ,3.81E+00
67,0.40 ,4.02E+00
67,0.41 ,3.99E+00
67,0.42 ,3.81E+00
67,0.43 ,4.10E+00
67,0.44 ,3.93E+00
67,0.45 ,3.51E+00
67,0.46 ,3.97E+00
67,0.47 ,3.96E+00
67,0.48 ,3.91E+00
67,0.49 ,3.91E+00
67,0.51 ,3.44E+00
67,0.52 ,inf
67,0.53 ,3.50E+00
67,0.54 ,3.77E+00
67,0.55 ,3.76E+00
67,0.56 ,3.76E+00
67,0.57 ,4.05E+00
67,0.58 ,3.95E+00
67,0.59 ,3.96E+00
67,0.60 ,3.05E+00
67,0.61 ,3.86E+00
67,0.62 ,3.98E+00
67,0.63 ,3.57E+00
67,0.64 ,3.20E+00
67,0.65 ,3.99E+00
67,0.66 ,3.13E+00
67,0.67 ,3.82E+00
67,0.68 ,3.69E+00
67,0.69 ,3.61E+00
67,0.70 ,3.97E+00
67,0.71 ,3.20E+00
67,0.72 ,3.89E+00
67,0.73 ,3.26E+00
67,0.74 ,3.35E+00
67,0.75 ,3.97E+00
67,0.76 ,3.25E+00
67,0.77 ,3.71E+00
67,0.78 ,3.79E+00
67,0.79 ,3.95E+00
67,0.80 ,3.75E+00
67,0.81 ,3.78E+00
67,0.82 ,3.94E+00
67,0.83 ,3.70E+00
67,0.84 ,3.81E+00
67,0.85 ,2.56E+00
67,0.86 ,4.07E+00
67,0.87 ,3.87E+00
67,0.88 ,3.14E+00
67,0.89 ,3.77E+00
67,0.90 ,3.80E+00
67,0.91 ,3.54E+00
67,0.92 ,3.67E+00
67,0.93 ,4.07E+00
67,0.94 ,3.97E+00
67,0.95 ,2.71E+00
67,0.96 ,3.25E+00
67,0.97 ,3.79E+00
67,0.98 ,3.78E+00
67,0.99 ,3.20E+00
67,1.00 ,3.53E+00
68,0.00 ,3.98E+00
68,0.01 ,3.73E+00
68,0.02 ,3.19E+00
68,0.03 ,3.81E+00
68,0.04 ,3.84E+00
68,0.05 ,3.78E+00
68,0.06 ,3.91E+00
68,0.07 ,3.96E+00
68,0.08 ,3.85E+00
68,0.09 ,4.00E+00
68,0.10 ,3.30E+00
68,0.11 ,3.87E+00
68,0.12 ,3.54E+00
68,0.13 ,3.94E+00
68,0.14 ,4.21E+00
68,0.15 ,3.79E+00
68,0.16 ,4.08E+00
68,0.17 ,3.80E+00
68,0.18 ,3.70E+00
68,0.19 ,3.62E+00
68,0.20 ,3.81E+00
68,0.21 ,3.50E+00
68,0.22 ,3.20E+00
68,0.23 ,3.92E+00
68,0.24 ,3.86E+00
68,0.25 ,inf
68,0.26 ,inf
68,0.27 ,3.81E+00
68,0.28 ,4.00E+00
68,0.29 ,3.91E+00
68,0.30 ,3.44E+00
68,0.31 ,3.79E+00
68,0.32 ,3.82E+00
68,0.33 ,3.78E+00
